Date,Aruba,Afghanistan,Angola,Albania,Andorra,United Arab Emirates,Argentina,Armenia,American Samoa,Antigua and Barbuda,Australia,Austria,Azerbaijan,Burundi,Belgium,Benin,Burkina Faso,Bangladesh,Bulgaria,Bahrain,The Bahamas,Bosnia and Herzegovina,Belarus,Belize,Bermuda,Bolivia,Brazil,Barbados,Brunei Darussalam,Bhutan,Botswana,Central African Republic,Canada,Switzerland,Channel Islands,Chile,China,Cote d'Ivoire,Cameroon,Congo Dem. Rep.,Congo Rep.,Colombia,Comoros,Cabo Verde,Costa Rica,Cuba,Curacao,Cayman Islands,Cyprus,Czech Republic,Germany,Djibouti,Dominica,Denmark,Dominican Republic,Algeria,East Asia & Pacific,Ecuador,Egypt Arab Rep.,Eritrea,Spain,Estonia,Ethiopia,European Union,Finland,Fiji,France,Faroe Islands,Micronesia Fed. Sts.,Gabon,United Kingdom,Georgia,Ghana,Gibraltar,Guinea,The Gambia,Guinea-Bissau,Equatorial Guinea,Greece,Grenada,Greenland,Guatemala,Guam,Guyana,Hong Kong SAR China,Honduras,Croatia,Haiti,Hungary,Indonesia,Isle of Man,India,Ireland,Iran Islamic Rep.,Iraq,Iceland,Israel,Italy,Jamaica,Jordan,Japan,Kazakhstan,Kenya,Kyrgyz Republic,Cambodia,Kiribati,St. Kitts and Nevis,Korea Rep.,Kuwait,Lao PDR,Lebanon,Liberia,Libya,St. Lucia,Latin America & Caribbean,Liechtenstein,Sri Lanka,Lesotho,Lithuania,Luxembourg,Latvia,Macao SAR China,St. Martin (French part),Morocco,Monaco,Moldova,Madagascar,Maldives,Mexico,Marshall Islands,North Macedonia,Mali,Malta,Myanmar,Montenegro,Mongolia,Northern Mariana Islands,Mozambique,Mauritania,Mauritius,Malawi,Malaysia,North America,Namibia,New Caledonia,Niger,Nigeria,Nicaragua,Netherlands,Norway,Nepal,Nauru,New Zealand,Oman,Pakistan,Panama,Peru,Philippines,Palau,Papua New Guinea,Poland,Puerto Rico,Korea Dem. People’s Rep.,Portugal,Paraguay,West Bank and Gaza,French Polynesia,Qatar,Romania,Russian Federation,Rwanda,South Asia,Saudi Arabia,Sudan,Senegal,Singapore,Solomon Islands,Sierra Leone,El Salvador,San Marino,Somalia,Serbia,South Sudan,Sub-Saharan Africa,Sao Tome and Principe,Suriname,Slovak Republic,Slovenia,Sweden,Eswatini,Sint Maarten (Dutch part),Seychelles,Syrian Arab Republic,Turks and Caicos Islands,Chad,Togo,Thailand,Tajikistan,Turkmenistan,Timor-Leste,Tonga,Trinidad and Tobago,Tunisia,Turkey,Tuvalu,Tanzania,Uganda,Ukraine,Uruguay,United States,Uzbekistan,St. Vincent and the Grenadines,Venezuela RB,British Virgin Islands,Virgin Islands (U.S.),Vietnam,Vanuatu,Samoa,Kosovo,Yemen Rep.,South Africa,Zambia,Zimbabwe
1982,72.751,44.617,44.611,70.635,,69.158,70.033,70.776,,69.156,74.9048780487805,72.9609756097561,64.425,47.324,73.8880487804878,48.145,47.81,53.794,71.1860975609756,70.317,67.769,70.82,69.9082195121951,70.257,,51.427,63.326,72.98,68.117,46.954,60.109,49.713,75.7634146341463,76.0339024390244,73.89,70.239,67.627,51.94,52.312,46.937,54.76,67.802,51.925,62.101,73.193,74.175,,,75.173,70.8078048780488,73.227,54.451,71.4634146341464,74.5512195121951,63.601,60.813,66.9596382372133,64.669,59.671,47.187,76.1341463414634,69.1268292682927,43.712,73.366590616949,74.2980487804878,64.436,74.5,,62.693,56.873,74.1780487804878,69.768,52.92,,42.783,47.903,44.733,45.466,74.279,68.128,63.1926829268293,58.183,69.864,62.626,75.4292682926829,61.236,70.4826829268293,51.668,69.3578048780488,58.966,,54.686,73.0880731707317,53.126,59.275,77.0378048780488,74.109756097561,74.8146341463415,71.217,67.086,76.9229268292683,66.7878048780488,58.676,63.6588780487805,39.157,56.569,63.9512195121951,67.0951219512195,70.344,49.753,68.287,46.776,65.306,68.803,65.4172481453558,,68.801,57.901,70.8368292682927,72.6534634146342,69.3282926829268,74.677,73.219512195122,59.139,,65.205,49.442,54.913,67.493,,68.936,41.173,73.5981463414634,53.726,73.524,57.295,,43.527,56.066,67.7653658536585,44.954,68.788,74.4981547140922,58.049,66.919512195122,39.927,45.867,59.196,75.9885365853659,76.0109756097561,48.142,,73.7243902439024,61.523,57.546,70.858,61.378,64.067,,53.763,71.1024390243902,73.9085853658537,66.924,72.4146341463415,67.343,,65.854,73.589,69.5317073170732,67.8060975609756,50.487,54.8412669484008,64.411,54.435,50.938,72.6878048780488,63.091,40.504,57.058,,45.394,,39.41,49.0746284032231,59.992,66.154,70.6890243902439,71.0536585365854,76.3273170731708,57.307,,69.3243902439024,66.928,,45.351,53.365,65.635,57.602,61.622,38.175,67.365,66.854,63.769,59.915,,50.526,49.831,68.901243902439,70.814,74.3609756097561,65.206,68.456,69.038,,72.166243902439,68.203,61.087,64.289,66.1975609756098,50.981,59.191,52.905,60.65
1983,72.929,45.324,44.799,70.876,,69.585,70.262,70.519,,69.491,75.1463414634146,73.0121951219512,64.587,47.581,73.8690243902439,48.71,48.486,54.225,71.3863414634146,70.651,67.962,71.061,70.0646585365854,70.575,,51.98,63.68,73.303,68.421,47.702,60.543,49.872,76.0658536585366,76.0312195121951,74.101,70.782,67.949,52.314,52.67,47.208,54.978,68.187,52.58,62.392,73.657,74.315,,,75.358,70.5914634146342,73.5051951219512,54.828,,74.4204878048781,63.964,62.029,67.2823644943383,65.246,60.372,47.441,75.9090243902439,69.3756097560976,43.885,73.4111651006301,74.2009756097561,64.651,74.8,,62.834,57.674,74.3780487804878,69.844,53.286,,43.64,48.645,45.046,46.039,74.5658536585366,68.234,63.3,58.661,70.151,62.684,75.2756097560976,62.05,70.2748780487805,51.987,68.9736585365854,59.423,,55.074,73.3136829268293,53.287,59.454,76.8456097560976,74.4585365853658,74.640243902439,71.416,67.5,76.9614634146342,67.6621951219512,58.94,64.077512195122,44.173,56.886,,67.5463414634146,70.64,50.162,68.478,46.962,65.793,69.11,65.789645292848,,68.975,58.437,70.7778048780488,72.9588780487805,69.1190243902439,75.02,72.7682926829268,59.936,,65.499,49.56,55.787,67.942,,69.162,41.879,73.94,54.14,73.693,57.595,,43.56,56.643,68.0376097560976,45.216,69.09,74.620261500748,58.464,68.5878048780488,40.385,46.023,59.671,76.1641463414634,76.0668292682927,48.852,,73.7756097560976,62.356,57.882,71.163,61.958,64.26,,54.197,71,74.0366341463415,67.255,72.2658536585366,67.479,,66.407,73.922,69.7263414634147,67.6526829268293,51.342,55.2417705553555,65.122,54.534,51.945,73.0365853658537,63.338,40.545,57.601,,45.696,,39.671,49.3628084340593,59.878,66.409,70.4790243902439,70.5414634146342,76.5517073170732,58.158,,70.3829268292683,67.477,,45.63,53.839,66.353,57.975,61.92,40.132,67.6,67.015,64.53,60.52,,50.613,49.615,69.0774878048781,71.085,74.4634146341463,65.504,68.856,69.272,,72.410243902439,68.439,61.632,64.617,66.3975609756098,52.117,59.766,52.915,61.025
1984,73.071,46.04,44.966,71.134,,69.986,70.466,70.15,,69.82,75.3878048780488,73.6121951219512,64.759,47.844,74.4048780487805,49.339,48.992,54.693,71.499756097561,70.957,68.196,71.315,70.2719268292683,70.865,,52.543,64.039,73.585,68.7,48.442,60.916,49.955,76.2170731707317,76.6085365853659,74.3,71.282,68.231,52.645,52.997,47.461,55.15,68.529,53.221,62.689,74.07,74.427,,,75.54,70.8375609756098,73.7829268292683,55.174,,74.5621951219512,64.326,63.13,67.614932268325,65.814,61.091,47.695,76.2953658536586,69.2780487804878,44.199,73.6693117042192,74.5190243902439,64.857,75,,62.955,58.444,74.7780487804878,69.954,53.685,,44.558,49.348,45.342,46.528,74.8291219512195,68.341,63.4665853658537,59.154,70.431,62.741,76.0292682926829,62.859,70.2185365853658,52.309,69.0258536585366,59.863,,55.441,73.5314634146342,53.983,60.002,77.5765853658537,74.8073170731707,75.389512195122,71.614,67.899,77.3653658536585,68.5365853658537,59.093,64.5049268292683,48.025,57.221,,68.1951219512195,70.914,50.61,68.689,47.038,66.235,69.407,66.1581780943116,,69.057,58.91,70.32,73.2719268292683,69.1629268292683,75.362,72.919512195122,60.717,,65.887,49.634,56.621,68.38,,69.442,42.545,74.3309756097561,54.556,73.843,57.968,,43.637,57.204,68.2303658536585,45.432,69.366,74.7253891177811,58.933,68.0634146341464,40.821,46.106,60.189,76.2331707317073,76.2243902439024,49.577,,74.3707317073171,63.153,58.213,71.453,62.542,64.451,,54.581,70.8,74.1776341463415,67.569,72.5146341463414,67.603,,66.883,74.237,69.6587804878049,67.2026829268293,51.888,55.6269286855109,65.795,54.645,52.946,73.290243902439,63.547,40.506,58.283,,45.961,,40.005,49.6258772300736,59.688,66.631,70.7509756097561,70.9024390243903,76.8158536585366,58.978,,69.5536585365854,68.005,,45.903,54.276,67.128,58.413,62.193,41.932,67.831,67.179,65.211,61.111,,50.683,49.304,69.3173414634146,71.343,74.5634146341464,65.796,69.223,69.497,,72.6622195121951,68.688,62.158,64.92,66.5975609756098,53.17,60.353,52.87,61.28
1985,73.181,46.761,45.107,71.388,,70.363,70.65,69.698,,70.137,75.6292682926829,73.8146341463415,64.913,48.08,74.520243902439,50.034,49.323,55.21,71.2280487804878,71.237,68.474,71.534,70.9926829268293,71.11,,53.115,64.406,73.825,68.96,49.173,61.167,49.966,76.3682926829268,76.7336585365854,74.486,71.737,68.473,52.922,53.273,47.705,55.26,68.823,53.843,63.004,74.429,74.511,,,75.718,71.0463414634146,74.0546341463415,55.488,,74.4275609756098,64.692,64.087,67.9040852888558,66.371,61.806,47.956,76.259512195122,69.3804878048781,44.633,73.7741908356676,74.2229268292683,65.041,75.3,,63.064,59.153,74.6292682926829,70.088,54.127,,45.52,49.998,45.627,46.938,75.078512195122,68.462,63.8336585365854,59.661,70.701,62.801,76.4341463414634,63.643,70.8860975609756,52.637,68.9721951219512,60.287,,55.801,73.7423658536585,55.196,60.877,77.6024390243902,75.2073170731707,75.4707317073171,71.823,68.283,77.650487804878,68.5365853658537,59.12,64.9189512195122,50.563,57.579,,68.7951219512195,71.167,51.084,68.918,47.004,66.644,69.698,66.5232892028182,,69.079,59.309,70.5012195121951,73.585756097561,69.2914634146342,75.702,72.6682926829268,61.469,,66.33,49.694,57.424,68.809,,69.76,43.17,74.7581463414634,54.97,73.981,58.392,,43.772,57.735,68.3706829268293,45.606,69.621,74.7402450345396,59.451,68.7658536585366,41.241,46.127,60.761,76.2846341463415,75.9168292682927,50.324,,73.8292682926829,63.915,58.54,71.732,63.132,64.655,,54.925,70.5487804878049,74.3091951219512,67.9,72.8146341463415,67.723,,67.278,74.537,69.7068292682927,67.8568292682927,51.685,56.0089443799258,66.43,54.768,53.914,73.890243902439,63.724,40.377,59.097,,46.146,,40.423,49.8528968578836,59.442,66.819,70.7346341463415,71.3512195121951,76.6678048780488,59.749,,69.6975609756098,68.508,,46.162,54.673,67.911,58.847,62.426,43.482,68.054,67.344,65.831,61.682,,50.726,48.892,69.5747804878049,71.583,74.5634146341464,66.059,69.551,69.715,,72.9221707317073,68.972,62.659,65.194,66.7975609756098,54.12,60.946,52.72,61.356
1986,73.262,47.486,45.213,71.605,,70.717,70.825,69.205,,70.44,75.8707317073171,74.3170731707317,65.016,48.243,74.7317073170732,50.79,49.492,55.772,71.7307317073171,71.496,68.793,71.65,71.549512195122,71.294,,53.695,64.782,74.029,69.208,49.901,61.227,49.912,76.519512195122,76.8990243902439,74.66,72.148,68.673,53.139,53.476,47.955,55.294,69.065,54.446,63.338,74.738,74.566,,,75.893,70.9973170731707,74.3137317073171,55.772,,74.579756097561,65.065,64.884,68.1723283011947,66.911,62.487,48.23,76.510487804878,70.0853658536585,45.147,74.0380496451444,74.56,65.19,75.6,75.2146341463415,63.169,59.767,74.929268292683,70.226,54.622,,46.503,50.577,45.907,47.293,75.3297073170732,68.612,64.2487804878049,60.176,70.96,62.869,76.6853658536585,64.382,71.4190243902439,52.97,69.1734146341463,60.7,,56.169,73.9514146341464,56.828,61.979,77.9907317073171,74.9560975609756,75.7707317073171,72.056,68.649,78.0646341463415,68.9134146341463,59.01,65.2937804878049,51.916,57.962,,69.4463414634146,71.398,51.566,69.163,46.862,67.03,69.985,66.8858843248608,,69.086,59.632,72.0807317073171,73.8946097560976,70.6224390243903,76.036,73.519512195122,62.188,,66.772,49.781,58.213,69.232,,70.094,43.759,75.2041951219512,55.375,74.116,58.836,,43.975,58.226,68.4993658536586,45.746,69.866,74.8013795712664,60.007,69.0634146341463,41.654,46.101,61.394,76.2704878048781,76.2412195121951,51.095,,74.1219512195122,64.638,58.863,72,63.731,64.895,,55.242,70.8487804878049,74.4003902439024,68.284,73.2658536585366,67.85,,67.604,74.821,69.4963414634146,69.389756097561,50.233,56.4000696690979,67.028,54.901,54.813,74.2463414634146,63.872,40.147,60.025,,46.2,,40.931,50.0304763304401,59.161,66.978,71.0212195121951,71.8024390243903,76.9312195121951,60.46,,68.6560975609756,68.981,,46.397,55.028,68.641,59.183,62.605,44.755,68.266,67.507,66.414,62.231,,50.725,48.378,69.791243902439,71.804,74.6146341463415,66.27,69.835,69.923,,73.1870487804878,69.293,63.131,65.443,66.9975609756098,54.959,61.54,52.402,61.199
1987,73.325,48.211,45.283,71.76,,71.049,71.001,68.732,,70.728,76.1517073170732,74.7682926829268,65.053,48.301,75.3658536585366,51.581,49.55,56.359,71.5268292682927,71.736,69.139,71.626,70.990243902439,71.405,,54.284,65.165,74.206,69.45,50.632,61.059,49.797,76.719512195122,77.1975609756098,74.829,72.524,68.831,53.286,53.591,48.221,55.247,69.266,55.033,63.678,75.006,74.595,,,76.064,71.4456097560976,74.5596829268293,56.032,71.9634146341464,74.6912195121951,65.443,65.545,68.4096533622614,67.436,63.11,48.522,76.7280487804878,70.6439024390244,45.682,74.2664010538312,74.5919512195122,65.299,75.8,75.4658536585366,63.273,60.266,75.280487804878,70.339,55.159,,47.474,51.082,46.19,47.63,75.5981463414634,68.798,64.6541463414634,60.694,71.209,62.95,76.8829268292683,65.062,71.470243902439,53.302,69.6512195121951,61.107,,56.553,74.1625365853659,58.665,63.147,77.3390243902439,75.2585365853659,76.219512195122,72.317,68.992,78.4836585365854,69.290243902439,58.773,65.6111951219512,52.587,58.366,65.9512195121951,69.9975609756098,71.61,52.04,69.42,46.645,67.405,70.266,67.2467997911822,,69.121,59.868,71.9346341463415,74.193756097561,70.6929268292683,76.363,73.6707317073171,62.877,,67.156,49.932,59.008,69.649,72.1414634146342,70.414,44.315,75.6448292682927,55.768,74.255,59.266,,44.235,58.671,68.655512195122,45.86,70.11,74.958115597837,60.556,69.4268292682927,42.079,46.048,62.079,76.7051219512195,76.0817073170732,51.891,,74.1780487804878,65.324,59.18,72.257,64.338,65.186,,55.548,70.8975609756098,74.4309756097561,68.719,73.6658536585366,67.993,,67.888,75.091,69.2268292682927,69.44,47.409,56.8052358429081,67.589,55.039,55.61,74.5487804878049,63.998,39.827,61.024,,46.115,,41.513,50.1515044451106,58.874,67.113,71.0887804878049,72.0024390243902,77.0921951219512,61.081,,68.2365853658537,69.423,,46.601,55.336,69.265,59.355,62.727,45.831,68.463,67.666,66.989,62.758,,50.671,47.784,70.4951219512195,72.008,74.7658536585366,66.416,70.078,70.123,,73.4538536585366,69.624,63.574,65.67,67.1975609756098,55.692,62.109,51.888,60.792
1988,73.378,48.93,45.317,71.843,,71.361,71.186,68.332,,71.004,76.4326829268293,75.2170731707317,65.021,48.244,75.5658536585366,52.372,49.545,56.958,71.6043902439024,71.962,69.496,71.461,71.3414634146342,71.437,,54.881,65.553,74.372,69.691,51.372,60.651,49.624,76.919512195122,77.2265853658537,75.004,72.872,68.954,53.357,53.611,48.502,55.119,69.436,55.605,64.015,75.243,74.607,,,76.231,71.6414634146342,74.7924878048781,56.271,,74.7717073170732,65.822,66.097,68.5817779283461,67.943,63.662,48.841,76.7470731707317,70.6975609756098,46.194,74.4684855157023,74.5770731707317,65.365,76.1,75.7146341463415,63.38,60.633,75.3804878048781,70.407,55.717,,48.399,51.518,46.481,47.981,75.891243902439,69.024,64.5824390243902,61.214,71.45,63.046,77.0829268292683,65.679,71.4882926829268,53.628,70.0234146341464,61.512,,56.963,74.3777073170732,60.516,64.246,77.0829268292683,74.4365853658537,76.3707317073171,72.601,69.311,78.3992682926829,68.8487804878049,58.422,65.8585853658537,52.999,58.783,,70.5487804878049,71.805,52.497,69.689,46.399,67.775,70.54,67.6039392790935,,69.209,60,71.7621951219512,74.4803414634146,70.6153658536586,76.68,74.2707317073171,63.535,,67.44,50.176,59.823,70.062,,70.7,44.838,76.0626585365854,56.144,74.395,59.655,,44.541,59.065,68.8630243902439,45.957,70.358,74.9785416151833,61.044,69.4536585365854,42.53,45.99,62.803,76.890243902439,76.2204878048781,52.712,,74.4243902439024,65.975,59.493,72.506,64.949,65.534,,55.855,71.3317073170732,74.3940975609756,69.177,73.7146341463415,68.157,,68.156,75.349,69.3880487804878,69.4643902439024,43.361,57.2309494675216,68.116,55.182,56.283,74.6975609756098,64.114,39.439,62.044,,45.912,,42.149,50.2160620544211,58.608,67.233,71.2078048780488,72.4463414634146,76.9792682926829,61.572,,68.7024390243902,69.831,,46.772,55.592,69.745,59.335,62.796,46.791,68.641,67.816,67.574,63.266,,50.561,47.145,70.4975609756098,72.201,74.7658536585366,66.495,70.283,70.312,,73.7175853658537,69.943,63.986,65.883,67.3975609756098,56.331,62.619,51.173,60.136
1989,73.425,49.64,45.324,71.86,,71.657,71.384,68.038,,71.267,76.7136585365854,75.2658536585366,64.935,48.08,75.6326829268293,53.132,49.505,57.571,71.7224390243902,72.178,69.854,71.184,71.4829268292683,71.386,,55.486,65.947,74.534,69.935,52.122,60.016,49.397,77.119512195122,77.4212195121951,75.192,73.198,69.054,53.35,53.536,48.787,54.917,69.591,56.154,64.349,75.456,74.615,,,76.394,71.6756097560976,75.0131463414634,56.488,,74.799756097561,66.201,66.554,68.7721571499559,68.431,64.143,49.192,76.8136585365854,70.0390243902439,46.667,74.6294278515615,74.7921951219512,65.391,76.3487804878049,75.9146341463415,63.492,60.865,75.5829268292683,70.425,56.271,,49.247,51.892,46.783,48.36,76.6878048780488,69.292,64.6675609756098,61.735,71.687,63.159,77.0292682926829,66.229,71.8446341463415,53.949,69.4617073170732,61.915,,57.4,74.5959024390244,62.272,65.212,78.1409756097561,76.3073170731707,76.819512195122,72.903,69.604,78.8180487804878,68.290243902439,57.967,67.9073170731707,53.302,59.209,,71.0487804878049,71.985,52.935,69.969,46.174,68.141,70.81,67.9601946591256,,69.352,60.003,71.4253658536586,74.7524146341464,70.1553658536586,76.99,74.3219512195122,64.157,,67.605,50.53,60.664,70.469,,70.945,45.323,76.4452682926829,56.505,74.526,59.992,,44.887,59.405,69.1240243902439,46.038,70.612,75.2262984591507,61.42,69.0853658536585,43.014,45.939,63.549,76.7341463414634,76.500487804878,53.551,,74.8243902439024,66.593,59.799,72.747,65.56,65.933,,56.168,71.0439024390244,74.2989512195122,69.611,74.2658536585366,68.343,,68.424,75.593,69.5307317073171,69.1717073170732,38.439,57.6771334057873,68.611,55.334,56.818,74.9463414634146,64.231,39.009,63.05,,45.634,,42.825,50.2325145064691,58.392,67.341,71.0263414634146,72.7048780487805,77.7268292682927,61.885,,67.9707317073171,70.207,,46.91,55.784,70.071,59.138,62.82,47.661,68.799,67.957,68.176,63.763,,50.403,46.492,70.5390243902439,72.386,75.0170731707317,66.512,70.451,70.491,,73.978243902439,70.252,64.368,66.085,67.5487804878049,56.881,63.035,50.282,59.235
1990,73.468,50.331,45.306,71.836,,71.939,71.594,67.879,,71.52,76.9946341463415,75.5682926829268,64.827,47.829,76.0519512195122,53.812,49.454,58.21,71.6414634146342,72.39,70.199,70.877,70.8365853658536,71.242,,56.099,66.343,74.704,70.185,52.878,59.191,49.104,77.4219512195122,77.2424390243902,75.41,73.509,69.145,53.254,53.362,49.043,54.638,69.75,56.677,64.676,75.654,74.638,,,76.554,71.3839024390244,75.227756097561,56.678,,74.8053658536585,66.574,66.938,68.927543371687,68.899,64.572,49.588,76.8375609756098,69.4756097560976,47.099,74.7306624161888,74.8131707317073,65.379,76.6,76.1146341463415,63.605,60.965,75.8804878048781,70.386,56.776,,49.987,52.221,47.095,48.775,76.9390243902439,69.598,65.0682926829268,62.261,71.925,63.287,77.3804878048781,66.723,72.170487804878,54.265,69.3156097560976,62.32,,57.865,74.8090975609756,63.837,66.011,78.0363414634146,76.6073170731708,76.9707317073171,73.204,69.872,78.8368292682927,68.3365853658536,57.406,68.2975609756098,53.595,59.636,,71.5975609756098,72.15,53.364,70.266,46.046,68.503,71.074,68.3137257292478,,69.509,59.837,71.1607317073171,75.0104146341463,69.2731707317073,77.296,74.5219512195122,64.732,,67.643,51.003,61.529,70.866,,71.152,45.746,76.7860731707317,56.849,74.627,60.268,,45.261,59.688,69.4048780487805,46.096,70.865,75.4350452733174,61.608,70.4853658536586,43.538,45.9,64.293,76.8780487804878,76.5373170731707,54.404,,75.3780487804878,67.18,60.1,72.982,66.165,66.366,69.0692682926829,56.492,70.890243902439,74.1691707317073,69.896,73.9658536585366,68.545,68.048,68.704,75.824,69.7412195121951,68.8860975609756,33.413,58.1448009852359,69.078,55.5,57.202,75.2951219512195,64.365,38.563,64,,45.378,,43.524,50.2145741806774,58.247,67.436,70.9326829268293,73.2048780487805,77.5368292682927,61.95,,68.1073170731707,70.553,,47.019,55.887,70.248,58.824,62.81,48.492,68.935,68.086,68.792,64.256,,50.206,45.853,70.0975609756098,72.569,75.2146341463415,66.481,70.58,70.658,,74.2358536585366,70.551,64.721,66.281,67.7487804878049,57.346,63.307,49.249,58.1
1991,73.509,50.999,45.271,71.803,,72.208,71.813,67.87,,71.765,77.2756097560976,75.6170731707317,64.745,47.522,76.1921951219512,54.366,49.409,58.891,71.5609756097561,72.598,70.518,70.645,70.3780487804878,70.996,74.029512195122,56.721,66.742,74.892,70.439,53.633,58.232,48.728,77.6219512195122,77.5146341463414,75.673,73.808,69.242,53.062,53.088,49.225,54.281,69.936,57.168,64.992,75.844,74.696,,,76.712,71.8982926829268,75.319512195122,56.831,,75.1578048780488,66.932,67.27,69.0973541107224,69.347,64.978,50.04,76.9712195121951,69.3731707317073,47.504,74.8169001700532,75.2275609756098,65.336,76.8487804878049,76.4146341463415,63.715,60.944,76.0829268292683,70.29,57.182,,50.593,52.528,47.411,49.229,77.1365853658537,69.937,65.0317073170732,62.799,72.167,63.427,77.8829268292683,67.175,72.1853658536586,54.58,69.3770731707317,62.727,,58.353,75.0052682926829,65.153,66.653,77.9919512195122,76.7585365853659,77.019512195122,73.485,70.113,79.1007317073171,67.9829268292683,56.736,68.5512195121951,53.916,60.053,,72.0463414634146,72.3,53.799,70.584,46.097,68.85,71.335,68.6652152101973,,69.62,59.464,70.3641463414634,75.4634146341464,69.0324390243903,77.607,75.9243902439024,65.251,,67.563,51.595,62.413,71.248,,71.331,46.076,77.0844634146341,57.18,74.669,60.486,,45.647,59.914,69.9560975609756,46.121,71.106,75.5906183441826,61.531,70.3585365853659,44.103,45.875,65.011,77,76.9807317073171,55.262,,76.0317073170732,67.739,60.393,73.212,66.757,66.811,,56.823,70.5878048780488,74.0388048780488,69.879,74.0146341463415,68.753,68.433,69.007,76.041,69.7843902439024,68.4743902439024,29.248,58.6300467499723,69.522,55.687,57.43,75.6463414634146,64.527,38.122,64.858,,45.26,71.4878048780488,44.232,50.1799470041029,58.188,67.519,70.8829268292683,73.3536585365854,77.6668292682927,61.7,,70.7121951219512,70.871,,47.108,55.872,70.3,58.48,62.784,49.345,69.049,68.201,69.407,64.757,,49.978,45.252,69.2980487804878,72.757,75.3658536585366,66.424,70.669,70.811,,74.4919512195122,70.842,65.047,66.47,67.9487804878049,57.73,63.384,48.125,56.749
1992,73.544,51.641,45.23,71.802,,72.466,72.032,67.99,,72.006,77.3780487804878,75.8170731707317,64.731,47.212,76.3512195121951,54.776,49.374,59.618,71.4943902439024,72.803,70.807,70.577,70.0219512195122,70.662,,57.351,67.141,75.101,70.696,54.384,57.219,48.267,77.7243902439024,77.8060975609756,75.988,74.1,69.355,52.779,52.738,49.311,53.867,70.161,57.623,65.298,76.028,74.801,,,76.866,72.2717073170732,75.819512195122,56.943,73.9512195121951,75.1941463414634,67.272,67.575,69.2452367453915,69.777,65.392,50.545,77.41,68.8634146341464,47.911,75.1318432203866,75.4553658536586,65.278,77.1,76.6146341463415,63.814,60.833,76.4341463414634,70.156,57.462,,51.066,52.834,47.726,49.708,77.3829268292683,70.295,65.1960975609756,63.352,72.42,63.576,77.6780487804878,67.605,71.2414634146342,54.894,69.1170731707317,63.131,,58.851,75.1809512195122,66.243,67.191,78.760243902439,76.5048780487805,77.419512195122,73.727,70.331,79.1539024390244,67.7317073170732,55.973,68.1024390243902,54.228,60.455,67.9512195121951,72.4975609756098,72.435,54.258,70.929,46.357,69.175,71.592,69.0138731589909,,69.639,58.868,70.2343902439024,75.7707317073171,68.3960975609756,77.926,75.4243902439024,65.715,,67.408,52.278,63.302,71.61,,71.502,46.305,77.3508048780488,57.504,74.634,60.67,,46.033,60.092,70.0585365853659,46.108,71.326,75.8269374795246,61.165,71.6146341463415,44.703,45.857,65.683,77.2170731707317,77.1843902439025,56.118,,76.1243902439024,68.273,60.68,73.439,67.33,67.239,,57.152,71.090243902439,73.9463658536586,69.492,74.3121951219512,68.958,68.795,69.332,76.241,69.7843902439024,66.8731707317073,26.691,59.1231344707417,69.945,55.899,57.529,75.9463414634146,64.725,37.717,65.617,,45.361,,44.932,50.1411621567596,58.212,67.59,71.7951219512195,73.3048780487805,77.9987804878049,61.112,,71.2146341463415,71.167,,47.187,55.734,70.281,58.212,62.761,50.261,69.143,68.305,70.001,65.275,,49.743,44.715,68.7709756097561,72.955,75.6170731707317,66.368,70.723,70.951,,74.7470487804878,71.124,65.349,66.655,68.1,58.047,63.247,46.987,55.243
